1562,ch_quest006_stage002,CHALLENGE/LAUNCH_QUEST_6_NAME,CHALLENGE/LAUNCH_QUEST_6_STEP_2,mission_perksofthejob,ALL,35,ch_quest006_stage003,2000,190148,,,,CHALLENGE/LAUNCH_QUEST_6_NAME_DESC,7,,0,0,,
1563,ch_quest006_stage003,CHALLENGE/LAUNCH_QUEST_6_NAME,CHALLENGE/LAUNCH_QUEST_6_STEP_3,mission_perksofthejob,ALL,75,ch_quest006_stage004,4000,180136,,,,CHALLENGE/LAUNCH_QUEST_6_NAME_DESC,7,,0,0,,
1564,ch_quest006_stage004,CHALLENGE/LAUNCH_QUEST_6_NAME,CHALLENGE/LAUNCH_QUEST_6_STEP_4,mission_perksofthejob,ALL,15,ch_quest006_stage005,5000,330039,,,,CHALLENGE/LAUNCH_QUEST_6_NAME_DESC,7,,0,0,,
1565,ch_quest006_stage005,CHALLENGE/LAUNCH_QUEST_6_NAME,CHALLENGE/LAUNCH_QUEST_6_STEP_5,mission_perksofthejob,ALL,60,ch_quest006_stage006,6000,170062,,,,CHALLENGE/LAUNCH_QUEST_6_NAME_DESC,7,,0,0,,
1566,ch_quest006_stage006,CHALLENGE/LAUNCH_QUEST_6_NAME,CHALLENGE/LAUNCH_QUEST_6_STEP_6,mission_perksofthejob,ALL,30,ch_quest006_stage007,8000,170004,,,,CHALLENGE/LAUNCH_QUEST_6_NAME_DESC,7,,0,0,,
1567,ch_quest006_stage007,CHALLENGE/LAUNCH_QUEST_6_NAME,CHALLENGE/LAUNCH_QUEST_6_STEP_7,mission_perksofthejob,ALL,25,,9000,102,,,,CHALLENGE/LAUNCH_QUEST_6_NAME_DESC,7,1,0,0,,
1568,ch_quest007_stage001,CHALLENGE/LAUNCH_QUEST_7_NAME,CHALLENGE/LAUNCH_QUEST_7_STEP_1,mission_warriorscode,ALL,2,ch_quest007_stage002,1000,180142,,,,CHALLENGE/LAUNCH_QUEST_7_NAME_DESC,12,,0,0,,
1569,ch_quest007_stage002,CHALLENGE/LAUNCH_QUEST_7_NAME,CHALLENGE/LAUNCH_QUEST_7_STEP_2,mission_warriorscode,ALL,75,ch_quest007_stage003,1500,170123,,,,CHALLENGE/LAUNCH_QUEST_7_NAME_DESC,12,,0,0,,
1570,ch_quest007_stage003,CHALLENGE/LAUNCH_QUEST_7_NAME,CHALLENGE/LAUNCH_QUEST_7_STEP_3,mission_warriorscode,ALL,5,ch_quest007_stage004,2000,330029,,,,CHALLENGE/LAUNCH_QUEST_7_NAME_DESC,12,,0,0,,
1571,ch_quest007_stage004,CHALLENGE/LAUNCH_QUEST_7_NAME,CHALLENGE/LAUNCH_QUEST_7_STEP_4,mission_warriorscode,ALL,20,ch_quest007_stage005,2500,170002,,,,CHALLENGE/LAUNCH_QUEST_7_NAME_DESC,12,,0,0,,
1572,ch_quest007_stage005,CHALLENGE/LAUNCH_QUEST_7_NAME,CHALLENGE/LAUNCH_QUEST_7_STEP_5,mission_warriorscode,ALL,20,ch_quest007_stage006,3000,190172,,,,CHALLENGE/LAUNCH_QUEST_7_NAME_DESC,12,,0,0,,
1573,ch_quest007_stage006,CHALLENGE/LAUNCH_QUEST_7_NAME,CHALLENGE/LAUNCH_QUEST_7_STEP_6,mission_warriorscode,ALL,20,ch_quest007_stage007,4000,170010,,,,CHALLENGE/LAUNCH_QUEST_7_NAME_DESC,12,,0,0,,
1574,ch_quest007_stage007,CHALLENGE/LAUNCH_QUEST_7_NAME,CHALLENGE/LAUNCH_QUEST_7_STEP_7,mission_warriorscode,ALL,5,ch_quest007_stage008,5000,180019,,,,CHALLENGE/LAUNCH_QUEST_7_NAME_DESC,12,,0,0,,
1575,ch_quest007_stage008,CHALLENGE/LAUNCH_QUEST_7_NAME,CHALLENGE/LAUNCH_QUEST_7_STEP_8,mission_warriorscode,ALL,25,ch_quest007_stage009,7000,170050,,,,CHALLENGE/LAUNCH_QUEST_7_NAME_DESC,12,,0,0,,
1576,ch_quest007_stage009,CHALLENGE/LAUNCH_QUEST_7_NAME,CHALLENGE/LAUNCH_QUEST_7_STEP_9,mission_warriorscode,ALL,40,ch_quest007_stage010,7000,330062,,,,CHALLENGE/LAUNCH_QUEST_7_NAME_DESC,12,,0,0,,
1577,ch_quest007_stage010,CHALLENGE/LAUNCH_QUEST_7_NAME,CHALLENGE/LAUNCH_QUEST_7_STEP_10,mission_warriorscode,ALL,10,ch_quest007_stage011,8000,170074,,,,CHALLENGE/LAUNCH_QUEST_7_NAME_DESC,12,,0,0,,
1578,ch_quest007_stage011,CHALLENGE/LAUNCH_QUEST_7_NAME,CHALLENGE/LAUNCH_QUEST_7_STEP_11,mission_warriorscode,ALL,5,ch_quest007_stage012,9000,190201,,,,CHALLENGE/LAUNCH_QUEST_7_NAME_DESC,12,,0,0,,
1579,ch_quest007_stage012,CHALLENGE/LAUNCH_QUEST_7_NAME,CHALLENGE/LAUNCH_QUEST_7_STEP_12,mission_warriorscode,ALL,10,,10000,49,,,,CHALLENGE/LAUNCH_QUEST_7_NAME_DESC,12,1,0,0,,
1580,ch_quest008_stage001,CHALLENGE/LAUNCH_QUEST_8_NAME,CHALLENGE/LAUNCH_QUEST_8_STEP_1,mission_bestofthebest,ALL,10,ch_quest008_stage002,2000,80116,,,,CHALLENGE/LAUNCH_QUEST_8_NAME_DESC,7,,0,0,,
1581,ch_quest008_stage002,CHALLENGE/LAUNCH_QUEST_8_NAME,CHALLENGE/LAUNCH_QUEST_8_STEP_2,mission_bestofthebest,ALL,10,ch_quest008_stage003,5000,170155,,,,CHALLENGE/LAUNCH_QUEST_8_NAME_DESC,7,,0,0,,
1582,ch_quest008_stage003,CHALLENGE/LAUNCH_QUEST_8_NAME,CHALLENGE/LAUNCH_QUEST_8_STEP_3,mission_bestofthebest,ALL,1,ch_quest008_stage004,7500,330098,,,,CHALLENGE/LAUNCH_QUEST_8_NAME_DESC,7,,0,0,,
1583,ch_quest008_stage004,CHALLENGE/LAUNCH_QUEST_8_NAME,CHALLENGE/LAUNCH_QUEST_8_STEP_4,mission_bestofthebest,ALL,5,ch_quest008_stage005,7500,170131,,,,CHALLENGE/LAUNCH_QUEST_8_NAME_DESC,7,,0,0,,
1584,ch_quest008_stage005,CHALLENGE/LAUNCH_QUEST_8_NAME,CHALLENGE/LAUNCH_QUEST_8_STEP_5,mission_bestofthebest,ALL,3,ch_quest008_stage006,9000,80115,,,,CHALLENGE/LAUNCH_QUEST_8_NAME_DESC,7,,0,0,,
1585,ch_quest008_stage006,CHALLENGE/LAUNCH_QUEST_8_NAME,CHALLENGE/LAUNCH_QUEST_8_STEP_6,mission_bestofthebest,ALL,1,ch_quest008_stage007,9000,180302,,,,CHALLENGE/LAUNCH_QUEST_8_NAME_DESC,7,,0,0,,
1586,ch_quest008_stage007,CHALLENGE/LAUNCH_QUEST_8_NAME,CHALLENGE/LAUNCH_QUEST_8_STEP_7,mission_bestofthebest,ALL,1,,10000,144,,,,CHALLENGE/LAUNCH_QUEST_8_NAME_DESC,7,1,0,0,,
1587,ch_quest009_stage001,CHALLENGE/LAUNCH_QUEST_9_NAME,CHALLENGE/LAUNCH_QUEST_9_STEP_1,mission_modeofdestruction,ALL,10,ch_quest009_stage002,2500,170459,,,,CHALLENGE/LAUNCH_QUEST_9_NAME_DESC,7,,0,0,,
1588,ch_quest009_stage002,CHALLENGE/LAUNCH_QUEST_9_NAME,CHALLENGE/LAUNCH_QUEST_9_STEP_2,mission_modeofdestruction,ALL,30,ch_quest009_stage003,3000,180162,,,,CHALLENGE/LAUNCH_QUEST_9_NAME_DESC,7,,0,0,,
1589,ch_quest009_stage003,CHALLENGE/LAUNCH_QUEST_9_NAME,CHALLENGE/LAUNCH_QUEST_9_STEP_3,mission_modeofdestruction,ALL,75,ch_quest009_stage004,4000,190180,,,,CHALLENGE/LAUNCH_QUEST_9_NAME_DESC,7,,0,0,,
1590,ch_quest009_stage004,CHALLENGE/LAUNCH_QUEST_9_NAME,CHALLENGE/LAUNCH_QUEST_9_STEP_4,mission_modeofdestruction,ALL,5,ch_quest009_stage005,5000,170081,,,,CHALLENGE/LAUNCH_QUEST_9_NAME_DESC,7,,0,0,,
1591,ch_quest009_stage005,CHALLENGE/LAUNCH_QUEST_9_NAME,CHALLENGE/LAUNCH_QUEST_9_STEP_5,mission_modeofdestruction,ALL,30,ch_quest009_stage006,7500,330080,,,,CHALLENGE/LAUNCH_QUEST_9_NAME_DESC,7,,0,0,,
1592,ch_quest009_stage006,CHALLENGE/LAUNCH_QUEST_9_NAME,CHALLENGE/LAUNCH_QUEST_9_STEP_6,mission_modeofdestruction,ALL,75,ch_quest009_stage007,8000,170058,,,,CHALLENGE/LAUNCH_QUEST_9_NAME_DESC,7,,0,0,,
1593,ch_quest009_stage007,CHALLENGE/LAUNCH_QUEST_9_NAME,CHALLENGE/LAUNCH_QUEST_9_STEP_7,mission_modeofdestruction,ALL,3,,10000,136,,,,CHALLENGE/LAUNCH_QUEST_9_NAME_DESC,7,1,0,0,,
1594,ch_quest010_stage001,CHALLENGE/LAUNCH_QUEST_10_NAME,CHALLENGE/LAUNCH_QUEST_10_STEP_1,mission_expertgunsmith,ALL,35,ch_quest010_stage002,1000,190106,,,,CHALLENGE/LAUNCH_QUEST_10_NAME_DESC,9,,0,0,,
1595,ch_quest010_stage002,CHALLENGE/LAUNCH_QUEST_10_NAME,CHALLENGE/LAUNCH_QUEST_10_STEP_2,mission_expertgunsmith,ALL,10,ch_quest010_stage003,2000,80000,,,,CHALLENGE/LAUNCH_QUEST_10_NAME_DESC,9,,0,0,,
1596,ch_quest010_stage003,CHALLENGE/LAUNCH_QUEST_10_NAME,CHALLENGE/LAUNCH_QUEST_10_STEP_3,mission_expertgunsmith,ALL,70,ch_quest010_stage004,2000,330086,,,,CHALLENGE/LAUNCH_QUEST_10_NAME_DESC,9,,0,0,,
1597,ch_quest010_stage004,CHALLENGE/LAUNCH_QUEST_10_NAME,CHALLENGE/LAUNCH_QUEST_10_STEP_4,mission_expertgunsmith,ALL,35,ch_quest010_stage005,3000,180175,,,,CHALLENGE/LAUNCH_QUEST_10_NAME_DESC,9,,0,0,,
1598,ch_quest010_stage005,CHALLENGE/LAUNCH_QUEST_10_NAME,CHALLENGE/LAUNCH_QUEST_10_STEP_5,mission_expertgunsmith,ALL,70,ch_quest010_stage006,4000,170011,,,,CHALLENGE/LAUNCH_QUEST_10_NAME_DESC,9,,0,0,,
1599,ch_quest010_stage006,CHALLENGE/LAUNCH_QUEST_10_NAME,CHALLENGE/LAUNCH_QUEST_10_STEP_6,mission_expertgunsmith,ALL,15,ch_quest010_stage007,5000,190084,,,,CHALLENGE/LAUNCH_QUEST_10_NAME_DESC,9,,0,0,,
1600,ch_quest010_stage007,CHALLENGE/LAUNCH_QUEST_10_NAME,CHALLENGE/LAUNCH_QUEST_10_STEP_7,mission_expertgunsmith,ALL,10,ch_quest010_stage008,6000,170007,,,,CHALLENGE/LAUNCH_QUEST_10_NAME_DESC,9,,0,0,,
1601,ch_quest010_stage008,CHALLENGE/LAUNCH_QUEST_10_NAME,CHALLENGE/LAUNCH_QUEST_10_STEP_8,mission_expertgunsmith,ALL,10,ch_quest010_stage009,8000,330087,,,,CHALLENGE/LAUNCH_QUEST_10_NAME_DESC,9,,0,0,,
1602,ch_quest010_stage009,CHALLENGE/LAUNCH_QUEST_10_NAME,CHALLENGE/LAUNCH_QUEST_10_STEP_9,mission_expertgunsmith,ALL,25,,9000,175,,,,CHALLENGE/LAUNCH_QUEST_10_NAME_DESC,9,1,0,0,,
1603,ch_quest011_stage001,CHALLENGE/LAUNCH_QUEST_11_SONY_NAME,CHALLENGE/LAUNCH_QUEST_11_SONY_STEP_1,mission_dominator,PS4,30,ch_quest011_stage002,2000,,,,,CHALLENGE/LAUNCH_QUEST_11_SONY_NAME_DESC,6,,0,0,,
1604,ch_quest011_stage002,CHALLENGE/LAUNCH_QUEST_11_SONY_NAME,CHALLENGE/LAUNCH_QUEST_11_SONY_STEP_2,mission_dominator,PS4,3,ch_quest011_stage003,3000,,,,,CHALLENGE/LAUNCH_QUEST_11_SONY_NAME_DESC,6,,0,0,,
1605,ch_quest011_stage003,CHALLENGE/LAUNCH_QUEST_11_SONY_NAME,CHALLENGE/LAUNCH_QUEST_11_SONY_STEP_3,mission_dominator,PS4,25,ch_quest011_stage004,4000,,,,,CHALLENGE/LAUNCH_QUEST_11_SONY_NAME_DESC,6,,0,0,,
1606,ch_quest011_stage004,CHALLENGE/LAUNCH_QUEST_11_SONY_NAME,CHALLENGE/LAUNCH_QUEST_11_SONY_STEP_4,mission_dominator,PS4,15,ch_quest011_stage005,5000,,,,,CHALLENGE/LAUNCH_QUEST_11_SONY_NAME_DESC,6,,0,0,,
1607,ch_quest011_stage005,CHALLENGE/LAUNCH_QUEST_11_SONY_NAME,CHALLENGE/LAUNCH_QUEST_11_SONY_STEP_5,mission_dominator,PS4,10,ch_quest011_stage006,6000,,,,,CHALLENGE/LAUNCH_QUEST_11_SONY_NAME_DESC,6,,0,0,,
1608,ch_quest011_stage006,CHALLENGE/LAUNCH_QUEST_11_SONY_NAME,CHALLENGE/LAUNCH_QUEST_11_SONY_STEP_6,mission_dominator,PS4,5,,7500,78,,,,CHALLENGE/LAUNCH_QUEST_11_SONY_NAME_DESC,6,1,0,0,,
1609,ch_quest012_stage001,CHALLENGE/LAUNCH_QUEST_12_SONY_NAME,CHALLENGE/LAUNCH_QUEST_12_SONY_STEP_1,mission_elitesniper,PS4,35,ch_quest012_stage002,1000,,,,,CHALLENGE/LAUNCH_QUEST_12_SONY_NAME_DESC,9,,0,0,,
1610,ch_quest012_stage002,CHALLENGE/LAUNCH_QUEST_12_SONY_NAME,CHALLENGE/LAUNCH_QUEST_12_SONY_STEP_2,mission_elitesniper,PS4,10,ch_quest012_stage003,2000,,,,,CHALLENGE/LAUNCH_QUEST_12_SONY_NAME_DESC,9,,0,0,,
1611,ch_quest012_stage003,CHALLENGE/LAUNCH_QUEST_12_SONY_NAME,CHALLENGE/LAUNCH_QUEST_12_SONY_STEP_3,mission_elitesniper,PS4,10,ch_quest012_stage004,3000,,,,,CHALLENGE/LAUNCH_QUEST_12_SONY_NAME_DESC,9,,0,0,,
1612,ch_quest012_stage004,CHALLENGE/LAUNCH_QUEST_12_SONY_NAME,CHALLENGE/LAUNCH_QUEST_12_SONY_STEP_4,mission_elitesniper,PS4,10,ch_quest012_stage006,4000,,,,,CHALLENGE/LAUNCH_QUEST_12_SONY_NAME_DESC,9,,0,0,,
1614,ch_quest012_stage006,CHALLENGE/LAUNCH_QUEST_12_SONY_NAME,CHALLENGE/LAUNCH_QUEST_12_SONY_STEP_6,mission_elitesniper,PS4,10,ch_quest012_stage007,5000,,,,,CHALLENGE/LAUNCH_QUEST_12_SONY_NAME_DESC,9,,0,0,,
1615,ch_quest012_stage007,CHALLENGE/LAUNCH_QUEST_12_SONY_NAME,CHALLENGE/LAUNCH_QUEST_12_SONY_STEP_7,mission_elitesniper,PS4,10,ch_quest012_stage008,6000,,,,,CHALLENGE/LAUNCH_QUEST_12_SONY_NAME_DESC,9,,0,0,,
1616,ch_quest012_stage008,CHALLENGE/LAUNCH_QUEST_12_SONY_NAME,CHALLENGE/LAUNCH_QUEST_12_SONY_STEP_8,mission_elitesniper,PS4,75,ch_quest012_stage009,8000,,,,,CHALLENGE/LAUNCH_QUEST_12_SONY_NAME_DESC,9,,0,0,,
1617,ch_quest012_stage009,CHALLENGE/LAUNCH_QUEST_12_SONY_NAME,CHALLENGE/LAUNCH_QUEST_12_SONY_STEP_9,mission_elitesniper,PS4,2,,10000,141,,,,CHALLENGE/LAUNCH_QUEST_12_SONY_NAME_DESC,9,1,0,0,,
1618,ch_quest013_stage001,CHALLENGE/LAUNCH_QUEST_13_SONY_NAME,CHALLENGE/LAUNCH_QUEST_13_SONY_STEP_1,mission_cqbspecialist,PS4,75,ch_quest013_stage002,2000,,,,,CHALLENGE/LAUNCH_QUEST_13_SONY_NAME_DESC,6,,0,0,,
1619,ch_quest013_stage002,CHALLENGE/LAUNCH_QUEST_13_SONY_NAME,CHALLENGE/LAUNCH_QUEST_13_SONY_STEP_2,mission_cqbspecialist,PS4,15,ch_quest013_stage003,3000,,,,,CHALLENGE/LAUNCH_QUEST_13_SONY_NAME_DESC,6,,0,0,,
1620,ch_quest013_stage003,CHALLENGE/LAUNCH_QUEST_13_SONY_NAME,CHALLENGE/LAUNCH_QUEST_13_SONY_STEP_3,mission_cqbspecialist,PS4,15,ch_quest013_stage004,4000,,,,,CHALLENGE/LAUNCH_QUEST_13_SONY_NAME_DESC,6,,0,0,,
1621,ch_quest013_stage004,CHALLENGE/LAUNCH_QUEST_13_SONY_NAME,CHALLENGE/LAUNCH_QUEST_13_SONY_STEP_4,mission_cqbspecialist,PS4,20,ch_quest013_stage005,5000,,,,,CHALLENGE/LAUNCH_QUEST_13_SONY_NAME_DESC,6,,0,0,,
1622,ch_quest013_stage005,CHALLENGE/LAUNCH_QUEST_13_SONY_NAME,CHALLENGE/LAUNCH_QUEST_13_SONY_STEP_5,mission_cqbspecialist,PS4,20,ch_quest013_stage006,6000,,,,,CHALLENGE/LAUNCH_QUEST_13_SONY_NAME_DESC,6,,0,0,,
1623,ch_quest013_stage006,CHALLENGE/LAUNCH_QUEST_13_SONY_NAME,CHALLENGE/LAUNCH_QUEST_13_SONY_STEP_6,mission_cqbspecialist,PS4,5,,7500,157,,,,CHALLENGE/LAUNCH_QUEST_13_SONY_NAME_DESC,6,1,0,0,,
1624,ch_quest002_stage007,CHALLENGE/LAUNCH_QUEST_2_NAME,CHALLENGE/LAUNCH_QUEST_2_STEP_7,mission_weaponmaster,ALL,30,,3500,76,,,,CHALLENGE/LAUNCH_QUEST_2_NAME_DESC,7,1,0,0,,
