iw8_sm_mpapa5_mp,0,0,-1,0,0,0,-3.5,3,8,,,
iw8_sm_uzulu_mp,1,-4.2,-1.3,0,0,0,-3.5,2.5,8,,,
iw8_lm_kilo121_mp,-0.75,0.8,-0.6,0,0,0,-3.5,4,14,,,
iw8_lm_pkilo_mp,0.5,-2.7,6.07,0,0,0,-5,18.5,-80,,,
iw8_lm_lima86_mp,-2.4,-3,-0.8,0,0,0,-5,3,15,,,
bipod_lima86,-2.4,-3,-0.9,0,0,0,-5,3,15,iw8_lm_lima86_mp,2,
iw8_lm_mgolf34_mp,0,0,-0.8,0,0,0,-4,3,14,,,
bipod_mgolf34,-1,12,2.9,0,0,0,-7,18,-78,iw8_lm_mgolf34_mp,2,
iw8_lm_mgolf36_mp,0.5,1,2.5,0,0,0,0,12,-78,,,
calcust_mgolf36,0,0,-1.2,0,0,0,0,3,0,iw8_lm_mgolf36_mp,2,
iw8_sn_alpha50_mp,-3,4.5,-0.35,0,0,0,-4,4.5,13,,,
bipodsnpr,-3,4.5,-0.35,0,0,0,-4,4.5,13,iw8_sn_alpha50_mp,2,
iw8_sn_delta_mp,1.8,4.5,-1,0,0,0,-4,3,8,,,
bipod_delta,3,1.2,-0.8,0,0,0,-4,6,15,iw8_sn_delta_mp,2,
iw8_sn_mike14_mp,0,0,-1.2,0,0,0,2.9,4,11,,,
bipoddmr,0,0,0,0,0,0,2.9,10,20,iw8_sn_mike14_mp,3,
iw8_sn_sbeta_mp,1,1.2,-1.3,0,0,0,2.9,4.5,15,,,
iw8_sn_kilo98_mp,-2,3,-1,0,0,0,2,4,4,,,
iw8_sn_hdromeo_mp,-1,3,-1,0,0,0,0,5,18,,,
bipod_hdromeo,-1,6,3,0,0,0,-7.5,5,-75,iw8_sn_hdromeo_mp,2,
iw8_sn_crossbow_mp,0,0,3.8,0,0,0,0,0,-50,,,
iw8_sh_romeo870_mp,-0.7,0.8,-1,0,0,0,-2.5,3.4,10,,,
iw8_sh_charlie725_mp,-0.5,-2,-1,0,0,0,-1,3.9,11,,,
custscope_charlie725,-0.5,-2,-1,0,0,0,-1,3.9,7.5,iw8_sh_charlie725_mp,3,
custscope_charlie725_v2,-0.5,-2,-1,0,0,0,-1,3.9,7.5,iw8_sh_charlie725_mp,2,
iw8_sh_dpapa12_mp,0,-1,-0.25,0,0,0,-1,3.7,-3,,,
iw8_sh_oscar12_mp,-1.1,-2.5,-1,0,0,0,-2.5,5.5,15,,,
drums_oscar12,-1.1,-2.5,-1,0,0,0,-2.5,5.5,24,iw8_sh_oscar12_mp,2,
iw8_pi_golf21_mp,3,-5,-2,0,0,0,0,0,3,,,
iw8_pi_papa320_mp,3,-5,-2,0,0,0,0,2.5,10,,,
iw8_pi_mike1911_mp,3,-5,-2,0,0,0,10,0,0,,,
iw8_pi_cpapa_mp,3,-5,-2,0,0,0,0,0,0,,,
iw8_pi_decho_mp,3,-5,-2,0,0,0,8,0,5,,,
iw8_me_riotshield_mp_frontend,-3,0,-2.45,0,0,0,0,0,10,,,
iw8_knife_mp,-1,0,-1.25,0,0,0,-90,0,2,,,
bayonet_akilo47,-4,-0.5,-1.3,0,0,0,-4,3.2,23,iw8_ar_akilo47_mp,4,
gripvert_crossbow,0,0,3.8,0,0,0,0,0,-50,iw8_sn_crossbow_mp,2,
iw8_ar_sierra552_mp,-2,-2,-1.2,0,0,0,-3,1.5,3,,,
iw8_sm_smgolf45_mp,-2,0,-1.2,0,0,0,-3,1.5,5,,,
iw8_sn_kilo98_mpv2,0,3,-1.1,0,0,0,2,4,4,,,
iw8_sh_mike26_mp,1,-2.5,-1.5,0,0,0,-3,1.5,2.5,,,
front_mgolf34,0,4,-0.8,0,0,0,-4,3,14,iw8_lm_mgolf34_mp,3,
griphip_modern,-2,0,-1.2,0,0,0,-3,1.5,10,iw8_sm_smgolf45_mp,2,
gripvertsmg,-2,0,-1.2,0,0,0,-3,1.5,10,iw8_sm_smgolf45_mp,3,
iw8_sn_sksierra_mp,0,0,-1.2,0,0,0,2.9,4,11,,,
bipoddmr,0,0,0,0,0,0,2.9,10,20,iw8_sn_sksierra_mp,2,
iw8_pi_mike9_mp,3,-5,-2,0,0,0,10,0,0,,,
xmagslrg_delta,3,1.2,-0.8,0,0,0,-4,6,15,iw8_sn_delta_mp,3,
xmag_delta,3,1.2,-0.8,0,0,0,-4,6,15,iw8_sn_delta_mp,4,
iw8_me_hatchet_mp,-1,0,-1.25,0,0,0,90,2,0,,,
iw8_me_akimboblades_mp,-1,3,-1.25,0,0,0,90,2,0,,,
iw8_me_cinderblock_mp,4,2,3.5,0,0,0,-90,90,0,,,
iw8_lm_mkilo3_mp,0.5,-2.7,4.7,0,0,0,-5,15,-80,,,
smags_mkilo3,-0.75,0.8,-0.6,0,0,0,-3.5,4,14,iw8_lm_mkilo3_mp,2,
bipod_mkilo3,0.5,-2.7,4.7,0,0,0,-5,15,-80,iw8_lm_mkilo3_mp,3,
iw8_me_riotshield_mpv2,-3,0,-2.45,0,0,0,0,0,10,,,
iw8_sm_victor_mp,-2,0,-1.2,0,0,0,-3,1.5,5,,,
iw8_ar_galima_mp,-2,-2,-1.2,0,0,0,-3,1.5,5,,,
drums_victor,-2,0,-1.2,0,0,0,-3,1.5,15,iw8_sm_victor_mp,2,
iw8_me_akimboblunt_mp,2,0,-1.25,0,0,0,90,2,0,,,
bipod,-2,-3,-1,0,0,0,-3,1.5,28,iw8_ar_galima_mp,2,
iw8_me_riotshield_mpv2_frontend,-3,0,-2.45,0,0,0,0,0,10,,,
iw8_me_riotshield_mpv4_frontend,-3,0,-2.45,0,0,0,0,0,10,,,
iw8_me_riotshield_mpv5_frontend,-3,0,-2.45,0,0,0,0,0,10,,,
iw8_me_riotshield_mpv6_frontend,-3,0,-2.45,0,0,0,0,0,10,,,
iw8_knife_mpa,-1,0,-1.25,0,0,0,-90,0,2,,,
iw8_knife_mpb,-1,0,-1.25,0,0,0,-90,0,2,,,
iw8_knife_mpc,-1,0,-1.25,0,0,0,-90,0,2,,,
iw8_sn_xmike109_mp,-3,4.5,-0.35,0,0,0,-4,4.5,13,,,
bipod_xmike109,0,5.5,5.5,0,0,0,-10,12.5,-75,iw8_sn_xmike109_mp,2,
barcust2_mike4,-2,-3,-1,0,0,0,-3,1.5,22,iw8_ar_mike4_mp,2,
iw8_knife_mpa,-1,0,-1.25,0,0,0,-90,0,2,,,
iw8_knife_mpb,-1,0,-1.25,0,0,0,-90,0,2,,,
iw8_knife_mpc,-1,0,-1.25,0,0,0,-90,0,2,,,
iw8_me_hatchet_mp,-1,0,-1.25,0,0,0,90,0,-10,,,
iw8_ar_anovember94_mp,-1,-0.5,-1.3,0,0,0,-4,2.2,20,,,
iw8_sm_charlie9_mp,-2,0,-1.2,0,0,0,-3,1.5,5,,,
drums_charlie9,-2,0,-1.2,0,0,0,-3,1.5,10,iw8_sm_charlie9_mp,2,
