25,ret19,RETICLES/RET_19,,reticle_19,1,,thermal,,challenge,MP_FRONTEND_ONLY/UNLOCKED_VIA_MISSION_TEAMS,1,,,
26,ret20,RETICLES/RET_20,,reticle_20,2,,thermal,,challenge,MP_FRONTEND_ONLY/UNLOCKED_VIA_MISSION_TEAMS,1,,,
27,ret21,RETICLES/RET_21,,reticle_21,6,,acog,,challenge,MP_FRONTEND_ONLY/UNLOCKED_VIA_MISSION_TEAMS,1,,,
28,ret22,RETICLES/RET_22,,reticle_22,7,,acog,,challenge,,1,,,
29,ret23,RETICLES/RET_23,,reticle_23,6,,holo,,challenge,,1,,,
30,ret24,RETICLES/RET_24,,reticle_24,9,,reflex,,challenge,,1,,,
31,ret25,RETICLES/RET_25,,reticle_25,7,,holo,,challenge,,1,,,
32,ret26,RETICLES/RET_26,,reticle_26,8,,holo,,challenge,MP_FRONTEND_ONLY/UNLOCKED_VIA_SUPPLY_DROP,1,,,
33,ret27,RETICLES/RET_27,,reticle_27,3,,thermal,,challenge,MP_FRONTEND_ONLY/UNLOCKED_VIA_SUPPLY_DROP,1,,,
34,ret28,RETICLES/RET_28,,reticle_28,4,,thermal,,challenge,MP_FRONTEND_ONLY/UNLOCKED_VIA_SUPPLY_DROP,1,,,
35,ret29,RETICLES/RET_29,,reticle_29,5,,thermal,,challenge,MP_FRONTEND_ONLY/UNLOCKED_VIA_SUPPLY_DROP,1,,,
36,ret30,RETICLES/RET_30,,reticle_30,6,,thermal,,challenge,MP_FRONTEND_ONLY/UNLOCKED_VIA_SUPPLY_DROP,1,,,
37,ret31,RETICLES/RET_31,,reticle_31,7,,thermal,,challenge,MP_FRONTEND_ONLY/UNLOCKED_VIA_SUPPLY_DROP,1,,,
38,ret32,RETICLES/RET_32,,reticle_14,1,,hybrid,,challenge,MP_FRONTEND_ONLY/UNLOCKED_VIA_CHALLENGE,1,reticle_33,reticle_14_hybrid,
39,ret33,RETICLES/RET_33,,reticle_15,2,,hybrid,,challenge,MP_FRONTEND_ONLY/UNLOCKED_VIA_SUPPLY_DROP,1,reticle_reflex_default3,reticle_15_hybrid_b,
40,ret34,RETICLES/RET_34,,reticle_16_hybrid,3,,hybrid,,challenge,MP_FRONTEND_ONLY/UNLOCKED_VIA_SUPPLY_DROP,1,reticle_04,reticle_04,
41,ret35,RETICLES/RET_35,,reticle_17_hybrid_a,4,,hybrid,,challenge,MP_FRONTEND_ONLY/UNLOCKED_VIA_SUPPLY_DROP,1,reticle_17_hybrid_b,reticle_17_hybrid_b,
42,ret36,RETICLES/RET_36,,reticle_18,5,,hybrid,,challenge,MP_FRONTEND_ONLY/UNLOCKED_VIA_SUPPLY_DROP,1,reticle_reflex_default3,reticle_18_hybrid,
43,ret37,RETICLES/RET_37,,reticle_21,6,,hybrid,,challenge,MP_FRONTEND_ONLY/UNLOCKED_VIA_SUPPLY_DROP,1,reticle_reflex_default,reticle_21_hybrid,
44,ret38,RETICLES/RET_38,,reticle_22,7,,hybrid,,challenge,MP_FRONTEND_ONLY/UNLOCKED_VIA_SUPPLY_DROP,1,reticle_32,reticle_22_hybrid,
45,ret39,RETICLES/RET_39,,reticle_19,1,,hybridthermal,,challenge,MP_FRONTEND_ONLY/UNLOCKED_VIA_SUPPLY_DROP,1,reticle_02,,
46,ret40,RETICLES/RET_40,,reticle_20,2,,hybridthermal,,challenge,,1,reticle_04,,
47,ret41,RETICLES/RET_41,,reticle_27,3,,hybridthermal,,challenge,,1,reticle_05,,
48,ret42,RETICLES/RET_42,,reticle_28,4,,hybridthermal,,challenge,MP_FRONTEND_ONLY/UNLOCKED_VIA_SUPPLY_DROP,1,reticle_06,,
49,ret43,RETICLES/RET_43,,reticle_29,5,,hybridthermal,,challenge,MP_FRONTEND_ONLY/UNLOCKED_VIA_SUPPLY_DROP,1,reticle_10,,
50,ret44,RETICLES/RET_44,,reticle_30,6,,hybridthermal,,challenge,MP_FRONTEND_ONLY/UNLOCKED_VIA_SUPPLY_DROP,1,reticle_24,,
51,ret45,RETICLES/RET_45,,reticle_31,7,,hybridthermal,,challenge,MP_FRONTEND_ONLY/UNLOCKED_VIA_SUPPLY_DROP,1,reticle_32,,
52,ret46,RETICLES/RET_46,,reticle_32,10,,reflex,,challenge,MP_FRONTEND_ONLY/UNLOCKED_VIA_SUPPLY_DROP,1,,,
53,ret47,RETICLES/RET_47,,reticle_32,9,,holo,,challenge,MP_FRONTEND_ONLY/UNLOCKED_VIA_MISSION_TEAMS,1,,,
54,ret48,RETICLES/RET_48,,reticle_48,11,,reflex,,purchase,MP_FRONTEND_ONLY/UNLOCKED_VIA_SUPPLY_DROP,1,,,
55,ret49,RETICLES/RET_48,,reticle_48,10,,holo,,purchase,MP_FRONTEND_ONLY/UNLOCKED_VIA_SUPPLY_DROP,1,,,
56,ret50,RETICLES/RET_50,,reticle_default,12,1,thermal,,challenge,MP_FRONTEND_ONLY/UNLOCKED_VIA_SUPPLY_DROP,1,,,
57,retsnpr01,RETICLES/RETSNPR_01,,snp_reticle_01,1,,scope,,challenge,,1,,,
58,retsnpr02,RETICLES/RETSNPR_02,,snp_reticle_02,2,,scope,,challenge,MP_FRONTEND_ONLY/UNLOCKED_VIA_SUPPLY_DROP,1,,,
59,retsnpr03,RETICLES/RETSNPR_03,,snp_reticle_03,3,,scope,,challenge,MP_FRONTEND_ONLY/UNLOCKED_VIA_SUPPLY_DROP,1,,,
60,retsnpr04,RETICLES/RETSNPR_04,,snp_reticle_04,4,,scope,,challenge,,1,,,
61,retsnpr05,RETICLES/RETSNPR_05,,snp_reticle_05,5,,scope,,challenge,MP_FRONTEND_ONLY/UNLOCKED_VIA_SUPPLY_DROP,1,,,
62,retsnpr06,RETICLES/RETSNPR_06,,snp_reticle_06,6,,scope,,challenge,,1,,,
63,retsnpr07,RETICLES/RETSNPR_07,,snp_reticle_07,7,,scope,,challenge,,1,,,
64,retsnpr08,RETICLES/RETSNPR_08,,snp_reticle_08,8,,scope,,challenge,,1,,,
65,retsnpr09,RETICLES/RETSNPR_09,,snp_reticle_09,9,,scope,,challenge,,1,,,
66,retsnpr10,RETICLES/RETSNPR_10,,snp_reticle_10,10,,scope,,challenge,,1,,,
67,retsnpr11,RETICLES/RETSNPR_11,,snp_reticle_11,11,,scope,,challenge,,1,,,
68,retsnpr12,RETICLES/RETSNPR_12,,reticle_default,12,1,vzscope,,challenge,,1,,,
69,retsnpr13,RETICLES/RETSNPR_13,,reticle_default,13,1,vzscope,,challenge,,1,,,
70,retsnpr14,RETICLES/RETSNPR_14,,reticle_default,14,1,vzscope,,challenge,,1,,,
71,retsnpr15,RETICLES/RETSNPR_15,,reticle_default,15,1,vzscope,,challenge,MP_FRONTEND_ONLY/UNLOCKED_VIA_SUPPLY_DROP,1,,,
72,retsnpr16,RETICLES/RETSNPR_16,,reticle_default,16,1,vzscope,,challenge,MP_FRONTEND_ONLY/UNLOCKED_VIA_SUPPLY_DROP,1,,,
73,retsnpr17,RETICLES/RETSNPR_17,,reticle_default,17,1,vzscope,,challenge,MP_FRONTEND_ONLY/UNLOCKED_VIA_SUPPLY_DROP,1,,,
74,retsnpr18,RETICLES/RETSNPR_18,,reticle_default,18,1,vzscope,,challenge,MP_FRONTEND_ONLY/UNLOCKED_VIA_SUPPLY_DROP,1,,,
75,retsnpr19,RETICLES/RETSNPR_19,,reticle_default,19,1,vzscope,,challenge,MP_FRONTEND_ONLY/UNLOCKED_VIA_SUPPLY_DROP,1,,,
76,retsnpr20,RETICLES/RETSNPR_20,,reticle_default,20,1,vzscope,,challenge,MP_FRONTEND_ONLY/UNLOCKED_VIA_SUPPLY_DROP,1,,,
77,retsnpr21,RETICLES/RETSNPR_21,,reticle_default,21,1,vzscope,,challenge,MP_FRONTEND_ONLY/UNLOCKED_VIA_SUPPLY_DROP,1,,,
78,retsnpr22,RETICLES/RETSNPR_22,,reticle_default,22,1,vzscope,,challenge,MP_FRONTEND_ONLY/UNLOCKED_VIA_SUPPLY_DROP,1,,,
79,retsnpr23,RETICLES/RETSNPR_23,,reticle_default,23,1,vzscope,,challenge,MP_FRONTEND_ONLY/UNLOCKED_VIA_SUPPLY_DROP,1,,,
80,retsnpr24,RETICLES/RETSNPR_24,,reticle_default,24,1,vzscope,,challenge,MP_FRONTEND_ONLY/UNLOCKED_VIA_SUPPLY_DROP,1,,,
81,retsnpr25,RETICLES/RETSNPR_25,,reticle_default,25,1,vzscope,,challenge,MP_FRONTEND_ONLY/UNLOCKED_VIA_SUPPLY_DROP,1,,,
82,retsnpr26,RETICLES/RETSNPR_26,,reticle_default,26,1,vzscope,,challenge,MP_FRONTEND_ONLY/UNLOCKED_VIA_SUPPLY_DROP,1,,,
83,retsnpr27,RETICLES/RETSNPR_27,,reticle_default,27,1,vzscope,,challenge,MP_FRONTEND_ONLY/UNLOCKED_VIA_SUPPLY_DROP,1,,,
84,retsnpr28,RETICLES/RETSNPR_28,,reticle_default,28,1,vzscope,,challenge,MP_FRONTEND_ONLY/UNLOCKED_VIA_SUPPLY_DROP,1,,,
85,retsnpr29,RETICLES/RETSNPR_29,,reticle_default,29,1,vzscope,,challenge,MP_FRONTEND_ONLY/UNLOCKED_VIA_SUPPLY_DROP,1,,,
86,retsnpr30,RETICLES/RETSNPR_30,,reticle_default,30,1,vzscope,,challenge,MP_FRONTEND_ONLY/UNLOCKED_VIA_SUPPLY_DROP,1,,,
